name,category,subcategory,address,city,country_code,latitude,longitude,website,phone,source_record_id
Brusselse Dressage Club,belleza,dog_trainer,Av. du Gros Tilleul 3,Brussels,BE,50.89283752441406,4.3405585289001465,http://www.b-d-c.be/,,61d82eaa-bf8a-4b1f-90fc-70078437ad7f
Patricia Creative Cakes,restaurantes,cupcake_shop,Avenue Louise 54,Brussels,BE,50.83345413208008,4.357945919036865,https://www.patriciacreativecakes.com,0483 69 09 63,d907198c-3345-4187-83f6-38475a061ed4
Tagawa,tiendas,grocery_store,Chau. de Vleurgat 119,Brussels,BE,50.82430648803711,4.368314266204834,http://www.tagawa.eu,+3226485911,9ecd1971-19a4-474d-aff2-90466671fe07
Lemesre,tiendas,hat_store,Rue de l'Ecuyer 27,Brussels,BE,50.84906768798828,4.353847503662109,http://www.lemesre.com,+3222180919,9655f6f3-ec2e-4050-80a8-fda71274b647
Studio Francine,servicios,event_photography_service,Bd du Jardin Botanique 41,Brussels,BE,50.854068756103516,4.361701488494873,http://www.studiofrancine.be/,+3222182020,086ca199-734e-447d-a46e-c61fe0d72284
Centre Mimosa,salud,outpatient_care_facility,Av. Louise 405,Brussels,BE,50.819644927978516,4.370372295379639,https://centremimosa.be/,+32470700868,e9fc8b46-7b7b-43ae-a2ce-6f1eb9da30a2
Zanacare,salud,psychotherapy,Av. Louise 306,Brussels,BE,50.82360076904297,4.368182182312012,http://zanacare.be/,+32468085939,a6d36701-96d8-4596-9376-7099444d947f
Salon Velasquez Brussels,belleza,hair_salon,Rue des Chapeliers 38,Brussels,BE,50.845401763916016,4.352295875549316,https://salonvelasquez.com/,+3225110001,c6fc1aca-841a-4e49-93e1-a6b93eb24bff
Nefaline,belleza,beauty_salon,Av. Louise 209,Brussels,BE,50.82617950439453,4.3636651039123535,https://www.nefaline.eu/,+32494688668,00a44efd-87be-4255-98d9-b2a863da422a
De Slaapadviseur,tiendas,mattress_store,Louizalaan 221,Brussels,BE,50.82596969604492,4.364627838134766,https://www.deslaapadviseur.be/showroom/brussel/,+3225114658,e62c5e8a-adf7-4156-af8b-105370cacb7d
Appart Métropole City,servicios,condominium,Rue des Hirondelles 5,Brussels,BE,50.85238265991211,4.3525848388671875,http://bruxelles-appart-city.com,0475 59 97 93,d6cb2372-c5db-4802-9858-eafc59724616
Burger King,restaurantes,burger_restaurant,Bd Anspach 5,Brussels,BE,50.850276947021484,4.351431846618652,https://stores.burgerking.be/fr/burger-king-de-brouckere,+3223755840,ecd2ede8-111f-462b-b8b8-63924117ca45
Leonidas,restaurantes,candy_store,Rue du Progrès 80,Brussels,BE,50.86027145385742,4.361269474029541,http://www.leonidas.com/,+3222012550,a33a8b68-0700-4dac-a06b-934412c40c2d
Au bon bol,restaurantes,ramen_restaurant,Rue Paul Devaux 9,Brussels,BE,50.849205017089844,4.349146842956543,http://sites.resto.com/aubonbol/,+3225131688,66f6336b-ad8c-48b4-8bc8-5934cf629845
Action,servicios,warehouse,Rue Léopold I 295,Brussels,BE,50.87748718261719,4.340236663818359,https://www.action.com/nl-be/,023135066,1393adba-fb3b-4d42-82bb-d87ce4bde609
72 Record,tiendas,music_and_dvd_store,Rue du Midi 72,Brussels,BE,50.84577560424805,4.349489212036133,http://www.arlequin.net,+3225021660,80facf5c-a3f9-4a44-ad0e-b5690f17428f
Kinésithérapeute Arnaud Bogaert - Sport & ATM,salud,physical_therapy,Avenue Chapelle-aux-Champs 60,Brussels,BE,50.849884033203125,4.445284366607666,https://www.monkine.org/,0484680628,9fded773-463a-47aa-ac03-c7042c9abc72
Doigts de Fée,belleza,nail_salon,Rue du Rempart des Moines 39,Brussels,BE,50.843563079833984,4.421003818511963,https://doigtsdefee.odoo.com,+32484936420,c0c38b4d-5db3-4e0e-b76d-d8d372854a93
Umicore,servicios,chemical_plant,Rue du Marais 31,Brussels,BE,50.85088348388672,4.358288288116455,http://www.umicore.com/,+3222277111,ea36be71-da57-468e-9f34-60cd2572a36d
EXKi Schuman,restaurantes,health_food_restaurant,Rue de la Loi 232/234,Brussels,BE,50.84242630004883,4.384586811065674,http://www.exki.com/,+3222316201,1e0a0f73-b254-45b5-a3a3-e331e965b66c
Caesar,tiendas,designer_clothing,Avenue Louise 345,Brussels,BE,50.82189178466797,4.3690667152404785,https://www.rubencesar.com/,0491220809,082821ab-03b6-4fda-8101-bb405fe5cd13
Electricien Bruxelles : Ohm Sweet Home,servicios,electrician,Avenue de la chasse 195,Brussels,BE,50.835662841796875,4.394561290740967,https://www.ohmsweethome.be/,0487372716,93c39435-600a-443a-8550-c5e623dbc97a
Docteur Jean Veys SRL,salud,doctors_office,Avenue Franklin Roosevelt 135,Brussels,BE,50.79820251464844,4.393119812011719,https://rhodeclinic.be/,+32478687899,233b3394-f6f1-44de-8738-40e75b48d941
Theater The Magic Mountain,servicios,theatrical_production,Rue du Marais 57,Brussels,BE,50.85188293457031,4.359625816345215,http://www.theatremontagnemagique.be,+3222101590,bb13249b-682c-470f-b0e6-d43666f4581a
Fnac,tiendas,bookstore,Av. de la Toison d'Or 17,Brussels,BE,50.83684539794922,4.360676288604736,https://www.fr.fnac.be/Toison-d-Or/Fnac-Bruxelles-Toison-d-Or/cl523,+3224022626,8a7702f2-b63b-4f98-b1d6-475dfd100160
Olskoolgames,tiendas,video_game_store,Bd Maurice Lemonnier 19,Brussels,BE,50.84474182128906,4.345721244812012,,+32496363299,aa466ffe-19ae-4f75-9cd9-849e1bc7d192
Diane Von Furstenberg,servicios,apparel_manufacturer,Rue du Grand Cerf 11,Brussels,BE,50.83660125732422,4.35548210144043,http://www.dvf.com,+3226486224,366887fc-16d2-45b8-a913-0ac1c998b0a5
La Boucherie Moderne,belleza,tattoo_and_piercing,Pl. du Jeu de Balle 26,Brussels,BE,50.837196350097656,4.345371723175049,http://www.boucheriemoderne.be/,+3225024672,6e515794-ded9-4286-8e63-9afec3edb747
Hair Zen by Aless,belleza,spa,Av. des Pagodes 348,Brussels,BE,50.895599365234375,4.363913536071777,https://www.planity.com/hair-ben-by-aless-1020-bruxelles,+32478385667,a36833b2-89a1-4099-bec2-c3ea84e61189
Momade cupcakes,tiendas,patisserie_cake_shop,"Rue De La Madeleine 61, Magdalenasteenweg 61",Brussels,BE,50.844696044921875,4.355297088623047,http://www.momadecupcakes.be/,032333323,a2ba5fb8-4579-434e-9ec5-f265d2ea9792
Beijing Center Massage Chinois,belleza,massage_therapy,Rue des Eperonniers 63,Brussels,BE,50.845062255859375,4.353018760681152,http://beijingcentermassagechinois.blogspot.be/,+3225132574,c4174d56-0885-4903-bffb-81cedb066133
Action,tiendas,warehouse_club_store,Nieuwstraat 123,Brussels,BE,50.855308532714844,4.357892990112305,https://www.action.com/nl-be/winkels/brussel-nieuwstraat-123/,023135066,6264acba-9479-4b62-b2fe-c9e9cd8051e4
FitnessBoutique Bruxelles Saint-Gilles,tiendas,fitness_exercise_store,Chaussée De Charleroi 37,Brussels,BE,50.832275390625,4.356587886810303,https://www.fitnessboutique.fr/pages/fitnessboutique-bruxelles-saint-gilles,024279207,eb217b76-0b04-4596-bc88-83e5aa073fae
Brico Anspach,tiendas,hardware_store,Anspachlaan 43/45,Brussels,BE,50.84965133666992,4.350543022155762,https://www.brico.be/storedetail/3322/brico-anspach,+3222096050,a26fe616-cc53-443a-b837-c4fc44c00042
TAG Heuer,tiendas,watch_store,19 Place du Grand Sablon,Brussels,BE,50.841033935546875,4.355452537536621,https://www.tagheuer.com/stores/be-bruxelles-boutique-tag-heuer-bruxelles-1740767820152841513,,713e228a-9d95-4b16-9150-5f22bee4b006
Compass Group Belgilux,restaurantes,eastern_european_restaurant,Haachtsesteenweg 1179 Chée de Haachtsestwg,Brussels,BE,50.87884521484375,4.411682605743408,https://www.compass-group.be,322432211,ab6688b3-0450-4dec-a94e-8c0065eeab43
Equivalenza,belleza,spa,Rue Neuve 123,Brussels,BE,50.85515594482422,4.357930660247803,http://www.equivalenza.com/,+32493428255,bf15042f-4f24-45b8-b2c9-c76c0ad9aca4
Dessange Avenue Louise,belleza,hair_salon,Avenue Louise 184,Brussels,BE,50.82790756225586,4.363692760467529,http://salon-dessange.com/bruxelles-avenue-louise,+3226405088,b318b1a6-d5a7-49a2-9d16-5335f64ed13b
Di,tiendas,hair_supply_store,Rue Neuve 123,Brussels,BE,50.854312896728516,4.357844829559326,https://www.di.be/nl/stores?storeID=4091,+3222180190,e5a7c8a1-e4d8-4b05-86c5-87b9916ac23f
De Wakko Kapper,belleza,hair_salon,Pl. de Dinant 1,Brussels,BE,50.84328842163086,4.351639747619629,https://share.google/wMKZ2JGwvtniqKFnO,+3225030597,d51ae044-7209-4644-ad6f-fa76a8c59517
La Maison d'Accueil de l'Hôpital des Enfants asbl,salud,hospital,Av. Jean Joseph Crocq 19,Brussels,BE,50.88896942138672,4.327657699584961,https://www.huderf.be/fr/hospi/ma.asp,+3224772925,de1aad75-0121-4519-a7bf-6ad9e463b157
La Cantina Cubana,restaurantes,cuban_restaurant,Rue des Grands Carmes 6,Brussels,BE,50.84550857543945,4.348509311676025,http://www.lacantinacubana.sitew.com/,+3225026540,5ed7891b-ece4-410e-914b-10c3d4989839
Les Bulles à Flotter Le Centre de Flottaison en Isolation Sensorielle,belleza,spa,Rue du Pépin 40,Brussels,BE,50.83917236328125,4.3601508140563965,http://www.lesbullesaflotter.be/,+3224655443,b7e422db-a6fa-4796-beae-45cd44dea172
IDEWE,salud,outpatient_care_facility,Rue de la Loi 23,Brussels,BE,50.84522247314453,4.37001895904541,https://www.idewe.be,+3222373324,35f174ac-cdbc-466b-b6ea-6abf2e0db100
Massage Détente,belleza,massage_therapy,"Rue Maes, 73",Brussels,BE,50.83074188232422,4.3721699714660645,https://www.massagedetente.be/,0471792171,10190a65-7072-4788-9610-e4200e9516a7
COS,tiendas,clothing_store,Antoine Dansaert 78,Brussels,BE,50.850547790527344,4.345544338226318,http://www.cos.com/?utm_source=overture_location&utm_medium=organic&utm_campaign=BE0726,+32-24041350,6817a76c-6474-42a3-86ea-73c1f7387405
Nyima Tibetan Massage💆,belleza,massage_therapy,Bd Charlemagne 64,Brussels,BE,50.84521484375,4.382260799407959,http://www.nyima-tibetan-massage.be/,+3223438898,ac807c2f-cea3-4ef0-8ab0-a4a4c392fb52
Kusmi Tea,restaurantes,tea_room,Rue du Marché aux Herbes 22,Brussels,BE,50.84805679321289,4.35249662399292,https://www.kusmitea.com/,+3225031571,52a937f2-2210-468d-b947-909d0c732b33
Ma Plaquette,servicios,engraving,Rue Charles Parenté 5,Brussels,BE,50.83371353149414,4.329960346221924,https://maplaquette.shop/,024780554,6b1d8d89-5d5c-4cd8-8d20-7dee51b33a2b
Maison Médicale des Marolles,salud,doctors_office,Rue Blaes 120,Brussels,BE,50.83846664428711,4.3482136726379395,http://www.mm-marolles.be,+3225113154,07eda29c-23ca-43dc-a5f4-1d963eef1a72
The Sister Brussels Café,restaurantes,cafe,Rue Chair et Pain 3,Brussels,BE,50.84729766845703,4.352778434753418,http://www.thesistercafe-brussels.com/,+3225132226,5ac2f893-9f45-4ddd-87e0-3c996ccb5c91
Hôpital des Enfants - Kinderziekenhuis,salud,hospital,Jean-Joseph Crocqlaan 15,Brussels,BE,50.88846206665039,4.328690052032471,http://www.huderf.be/,+3224773311,8367a639-7750-4813-a1b3-b98ea8d689d2
Tablo Pop'up,restaurantes,bistro,"Rue de la Régence, 3",Brussels,BE,50.84158706665039,4.358401298522949,,025083491,45245ec8-a1c9-4496-aec3-35a39e3ae2ca
Artizo otman,belleza,spa,Av. Wannecouter 163,Brussels,BE,50.89979934692383,4.359139919281006,http://www.otman-creation.com/,+32475679061,e8b3338a-baef-4718-b68a-761677436103
Guapa Juice,restaurantes,smoothie_juice_bar,Rue des Cendres 16,Brussels,BE,50.85440444946289,4.359541416168213,http://www.guapajuice.com,+3222234705,a62e387e-6053-4f9b-bec9-2ed994525af4
WeWork,servicios,party_and_event_planning,Rue du Commerce 31,Brussels,BE,50.840877532958984,4.368014335632324,https://www.wework.com/buildings/belmont-court--brussels?utm_source=Facebook&utm_campaign=Organic&utm_medium=Listings,+3228086636,0dcd1849-337f-49c8-ab95-82ec71aa550d
Toukoul,restaurantes,ethiopian_restaurant,Rue de Laeken 34,Brussels,BE,50.85231018066406,4.351039409637451,http://www.toukoul.be/,+32474083972,45e3d79a-7485-4111-acc2-fb15f6e85ed4
Mister Minit,belleza,shoe_repair,Augustusgalerij 25,Brussels,BE,50.85124588012695,4.356757640838623,https://misterminit.eu,02 219 97 96,c7e413ef-b1b6-4639-a536-402aec555313
